Sounds good.,,,Predictable (6),Effective (10),Satisfaction (4),Trust (2),Efficient (5),Vector: ,Invoke (12),Row Range, Predictable (3), Effective (4), Satisfaction (1), Trust (2), Efficient (2),Not Predictable (3),Not Effective (6),Not Satisfaction (3),Not Trust (0),Not Efficient (3),Refactorings
"Well, no. The test might change, but the difference between that and this - that's the same thing. These two both had test changes - and it's true that both of these reduce the API footprint of the library, they both removed capability. But this one feels like a much more significant change, the last one, because anything you can do in task 2, before and after, you can still kind of do it, like you just get a boolean result. Whereas this actually changes what you do, like you can no longer access certain functionality. So this feels like a less pure refactoring, although fundamentally they are not pure refactoring. I still think, no matter what, when I do refactoring tasks I approach the tests last. Because a lot of refactoring end up being fairly pure.. the tests usually don't have to change much, if at all. In both of these cases, the only changes to the tests were removing tests. However, I coould definitely envison a world, where - like there is no, for task 2, the only possible change to the tests is deletion. Becaue we are just removing a couple of methods. In T3 it could be that the tests needed further modifications beyond deleting whole test cases. There might have been some test duplication after the refactoring, whereas there was no risk of test duplication in after T2's refactoring. This one had a higher, more possiblities for test impact on task 3. But in either case, I would leave the tests for last.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: Do you always organise your code changes such that it is the not-test changes versus test changes?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Not always, when I'm writing new code I usually write tests along the way.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I: Sure, but when you are refactoring.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Yeah, when I'm refactoring, I think so. Sometimes I'll look at the test to get a sense of what I'm doing as I approach it - which I didn't do this time - but yeah I would usually just deal with the code and then the tests are an afterthought, because there's usually not a huge impact to the tests for most refactorings in my experience. Unless, I'm splitting a class apart, then I also have to split the tests, and I think I usually also leave that until after. Test driven development is nice, but I find that I generally don't ever do it.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I: If you were to use tooling that weren't just scoped down to your local file, like you spoke about before, would you want them to treat the tests as the rest of the code?",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I think - yes. I think for the kind of .. if I was extracting stuff to a new class, I think it would be quite a challenge to implement a refactoring tool that could deal with that in an intelligent way. Because usually, in my experience, - if you're taking a class and splitting it into a few classes, it's usually because it has quite complex code. And if you have quite complex code, and you're worrying about your tests, then you probably have quite complex tests. And so, if you're splitting that up, and you're trying to split up the test class, I think there's a good chance that wouldn't work very well, because - probably the test class has a lot of helpers, or even define its own like, static classes to do something, or you know.. sometimes the tests can become far too overwrought. So if you're bothering to refactor a piece of code into a bunch of different classes, the tests you'd also want to refactor, but I'd not anticipate that any kind of tool could refactor it in a way that could produce any kind of result that I would want. But of course, if such a tool exist, that'd be great. But if I just saw a tool that was like, ""split class"" and I trusted it would work, I'd still not trust that it'd make the tests be the way I want in the end.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I: So then if I understood you correctly, you'd want it to split your source code class, but not touch the tests.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Yeah, I wouldn't be confident that whatever it would do to the tests would be what I would want to do with the tests. And so I could imagine a world where it might do something and I might have to go in there and much around and do something more, because maybe it duplicated a bunch of stuff between the tests, or.. if there were a bunch of helpers that set up the tests, and maybe it duplicated those.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Like, let's pretend that you have a big class that takes some input, and the tests are mocking that input, and it requires extensive mocking to make that - maybe the things that are being mocked can produce other objects, and you need to mock those objects that are being produced. So for my kind of metatest, my big test, monolith that I have in the beginning, it has to mock a bunch of different method calls that could happen on this class I am refactoring. So if I split that class, and both classes I produce still take that input, both tests would need to mock up that input. But perhaps those tests, the classes that I split apart, they deal with different aspects of the input, and so each test will now deal with less mocking. So I would not anticipate a refactoring tool would dealk with that.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I would imagine that the best case would be, it would just duplicate the mocking and I'd just go and clean it up, which you know, isn't bad, but I'd .. if it did half the job for me, and I went to go do the rest of it, I feel like I'd be less confident at the end that I got it the way I wanted, because I didn't have to consider every aspect of every step of the path (*)",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"So if I refactor the tests myself, then I have to make every decision, I have to think, ok what's actually needed for this test, instead of going, ok, what's actually here that I don't want.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I: So in that case, would it be better to leave the tests as they were?",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I am not sure. I guess I haven't deal with a lot of.. This is a lot of guesswork, I'm really not certain. I guess the only reason why I hazard towards I want to handle the tests myself, is because I know that world very well because that's everything I do. The other world is kind of an unknown. I guess if it worked great, I guess I'm just not sure how likely I think that is.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: How would you usually keep track of your code changes when doing such a task like this?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"It depends on if I hit any scope jumps. If I'm doing a Refactoring, and I usually have an idea of what's going to happen, and I usually focus that idea to the actual source code and not the tests. So if I'm working along - and this happened like the day before yesterday - I was extracting a, we had some microservices, some of the microservices are kind of like web servers, so they deal with like authorization concerns, and there is a bunch of duplicated code around this duplication concern, and I noticed that the code had kind of drifted away, so initially it had been a copy, then it drifted, and I was like, oh this is no good. So I was going to introduce a common dependency. And I thought it would be a really simple self-containted dependency, and then as I started I realized oh it has all these extra things, it's actually kind of tricky, so there's a couple moments, where I had a very clear idea about what had to happen, and then it turned out I needed to do more. So assuming that that kind of scope-jump does happen -",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: you called that a scope-jump?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Yeah, you suddenly realise, that to accomplish your goal the scope of your work needs to be much larger, so it kind of changes the scope of your change. It's not a term I use day-to-day I just pulled it out of the air..",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"If I have a clear idea of what I'm going to do and it seems like that's happening, what I'll usually do is execute my refactoring, stage those changes, because I feel like it is a complete piece of work. Then I'll look at the tests and make sure they look okay, and I'll run the tests. Let's say I'd made an error, or I was wrong and there were some knock-on effect that I did not anticipate, then I start to deal with those. I like to do that because it gives me a baseline: here is my idealized version of the work and here is the real work that has to happen afterwards. That lets me understand where I might have made a miss in my assumption or understanding of the problem I'm trying to solve. Then I can also kind of look at the changes I made once I thought I was done versus the changes I made when I am actually done and maybe I want to take a different approach entirely when I have that kind of comparison. Assuming there is no big jump: form an idea of what I want to execute, execute that idea, and I don't hit any bumps along the way, kind of seal that in a way, validate what I've done, and then do additional work. Then compare those two and see if my initial path was actually the right one based on the other additional changes I had to make in order to achieve my real goal.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: So the additional work may actually be things that are required to make the code run or compile?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Yes, maybe I find that in my refactoring I actually changed a behavior I didn't know existed or, I guess there may be broken references. I guess if there is compiler type errors I'll usually see them and incorporate them into my first pass, but I feel like the other, is kind of two passes, it looks like I'm done, and so finding out if I'm actually done. When finding out if I'm actually done I may actually find that there's more that has to be done or needs to be done, in order to achieve the higher level goal. I don't think you usually go into a refactoring where your goal is remove a parameter. Usually it's like, your code is hard to understand. And doing that refactoring you may find that your code is hard to understand, and once you get into your code you may find that if you remove a parameter the code would be better. And as you go through those actions and remove the parameter, simplify some stuff. And then maybe you realise that oh actually, maybe this did improve it, but now that I've worked in it, maybe there's an entirely different approach that would have been better.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I: And then, would you need to roll back the things you had already done?",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
It depends. I don't think I throw away a lot of refactorings.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I: When you don't throw them away, do you just kind of navigate from there and out?",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"It depends. If you made an improvement that is actually a good improvement, then you'll probably go for it and work on what's next. But sometimes you might find that your approach is totally off, but I do think that is pretty rare.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I: So this pattern you are describing now, does this match how you were working on the third task.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Not really, and I think the main problem with that was that I formed my picture of removing the parameter, and I hit that bump of the overloaded methods, and that bump needed to be resolved immediately. So I wasn't going to go through it and leave a bunch of overloaded methods because you wouldn't be able to run the tests, nothing would compile, it would be a showstopper.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I: So that became part of your little, say, package.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Yeah. So then, that's when I said I believe I am done, and then I went to look at the tests. And then I also went and looked for usages, to see if there is anything else going on. But because I am not a maintainer of this code, I think if I was more immersed in this code I'd have more ideas about things to try out and things like that. I didn't execute that plan, and I don't think I follow that in a rigid way, but I think it's something I do end up doing fairly commonly.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I: When you do refactor, especially if you use tools, how do you ensure that the tools are correct?",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Tests. I've rarely been done wrong by the refactoring tools, except for like I talked about earlier, when it does something I don't want. It's very rare that I .. but I does happen, you inline or extract something and it had side effects and you don't realize it. I rely on tests and code reviews to catch that. Like if inline something and I'm naive and I don't understand how it works, and they say that it's actually very important that it happens in this way, it's very important that we call this method in the if-statement instead of extracting it to before the if-statement - that's actually something that happened before where I have if(a || method-invocation) and the method-invocation has side effects, and I think the line is too long and I extract it, but then the side effect happens all the time instead of just .. and that's something that I think, often that kind of stuff is not very well tested for. I mean, you usually don't have 100% test coverage. That's when I rely on my coworkers for code reviews, to say, that's actually not a refactoring, that changed something.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: Is that something you expect the tool to manage?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"No, I never expect the tool to manage that.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: Is that - fine?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"It has served me well the past eight years. And I remember actually a very specific example of that situation I described, with an if-statement and an or, and I remember - it's so funny - because there's the logical or and the bitwise or - and you can use the bitwise or on boolean and no one does it because it doesn't shortcircuit, and then you put in the bitwise or operator to not shortcircuit this call that has side effects, that's like ..",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I don't find myself working with that kind of fragile code very much. 99% of the time I don't have to worry about these kind of things and I don't have any side effects or that kind of stuff happening, but then for that 1% I can only really rely on tests and code reviews. I don't really expect the tool to warn me about that of thing.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: What would you say are dealbreakers for you when using tools?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"The main thing is that I understand what the tool is trying to do. Or the tool behaves in a way that I predict. It's that predictability. I generally don't want a tool to do things that I would never want to do. So like, there are like, repeated patterns that as you work as an SE, you find that you're often doing these operations and they are repetitive, and you'd like them for them to be automated in a nice way. These operations are often simple things, because the simple things are what you do most commonly, and so for the more complex things, you see some complex operation and you think that is automatable. But because it is more complex, there is more variance in what outcomes you actaully want, and so I shy away from those kind of things.","Reflection
Predictable (“or the tool behaves in a way that I predict”)",,1,0,0,0,0,"<1,0,0,0,0>",0,252-252,1,0,0,0,0,0,0,0,0,0,
It's about trust and predictability.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: What do you mean by trust?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"That I trust it will be realiable. If something has a lot of variability in what it could do, I can't predict or trust that the outcome will be what I want. Then I have to spend a bunch of time verifying that what it did is what I want, and I'd rather just do what I want instead of ask a computer to do something that I might want and then check to see if it's what I want and then correct it to be what I want, that seems like more effort.","Reflection
Trust (“trust it will be reliable”)",,0,0,0,1,0,"<0,0,0,1,0>",0,255-255,0,0,0,1,0,0,0,0,0,0,
fin.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
